Padrao,Busca,DensidadeRegiao,NMPA_Parcial
59,DFS,0.22308724832214766,119
71,DFS,0.22308724832214766,119
52,DFS,0.22308724832214766,119
135,DFS,0.22308724832214766,119
133,DFS,0.22308724832214766,119
97,DFS,0.22308724832214766,119
93,DFS,0.22308724832214766,119
88,DFS,0.22308724832214766,119
81,DFS,0.22308724832214766,119
80,DFS,0.22308724832214766,119
79,DFS,0.22308724832214766,119
78,DFS,0.22308724832214766,119
69,DFS,0.22308724832214766,119
55,DFS,0.22308724832214766,119
10,DFS,0.22308724832214766,119
2,DFS,0.22308724832214766,119
147,DFS,0.22308724832214766,119
143,DFS,0.22308724832214766,119
140,DFS,0.22308724832214766,119
139,DFS,0.22308724832214766,119
132,DFS,0.22308724832214766,119
130,DFS,0.22308724832214766,119
128,DFS,0.22308724832214766,119
124,DFS,0.22308724832214766,119
122,DFS,0.22308724832214766,119
114,DFS,0.22308724832214766,119
109,DFS,0.22308724832214766,119
104,DFS,0.22308724832214766,119
102,DFS,0.22308724832214766,119
94,DFS,0.22308724832214766,119
92,DFS,0.22308724832214766,119
91,DFS,0.22308724832214766,119
86,DFS,0.22308724832214766,119
85,DFS,0.22308724832214766,119
58,DFS,0.22308724832214766,119
49,DFS,0.22308724832214766,119
45,DFS,0.22308724832214766,119
44,DFS,0.22308724832214766,119
40,DFS,0.22308724832214766,119
39,DFS,0.22308724832214766,119
38,DFS,0.22308724832214766,119
32,DFS,0.22308724832214766,119
31,DFS,0.22308724832214766,119
29,DFS,0.22308724832214766,119
26,DFS,0.22308724832214766,119
21,DFS,0.22308724832214766,119
19,DFS,0.22308724832214766,119
18,DFS,0.22308724832214766,119
17,DFS,0.22308724832214766,119
16,DFS,0.22308724832214766,119
9,DFS,0.22308724832214766,119
1,DFS,0.22308724832214766,119
73,DFS,0.22308724832214766,119
84,DFS,0.22308724832214766,119
116,DFS,0.22308724832214766,119
115,DFS,0.22308724832214766,119
105,DFS,0.22308724832214766,119
99,DFS,0.22308724832214766,119
83,DFS,0.22308724832214766,119
75,DFS,0.22308724832214766,119
74,DFS,0.22308724832214766,119
70,DFS,0.22308724832214766,119
67,DFS,0.22308724832214766,119
60,DFS,0.22308724832214766,119
35,DFS,0.22308724832214766,119
34,DFS,0.22308724832214766,119
30,DFS,0.22308724832214766,119
23,DFS,0.22308724832214766,119
6,DFS,0.22308724832214766,119
4,DFS,0.22308724832214766,119
13,DFS,0.22308724832214766,119
129,DFS,0.22308724832214766,119
68,DFS,0.22308724832214766,119
63,DFS,0.22308724832214766,119
43,DFS,0.22308724832214766,119
142,DFS,0.22308724832214766,119
137,DFS,0.22308724832214766,119
108,DFS,0.22308724832214766,119
95,DFS,0.22308724832214766,119
65,DFS,0.22308724832214766,119
62,DFS,0.22308724832214766,119
54,DFS,0.22308724832214766,119
48,DFS,0.22308724832214766,119
47,DFS,0.22308724832214766,119
46,DFS,0.22308724832214766,119
27,DFS,0.22308724832214766,119
25,DFS,0.22308724832214766,119
14,DFS,0.22308724832214766,119
110,DFS,0.22308724832214766,119
5,DFS,0.22308724832214766,119
149,DFS,0.22308724832214766,119
144,DFS,0.22308724832214766,119
136,DFS,0.22308724832214766,119
119,DFS,0.22308724832214766,119
112,DFS,0.22308724832214766,119
101,DFS,0.22308724832214766,119
61,DFS,0.22308724832214766,119
56,DFS,0.22308724832214766,119
36,DFS,0.22308724832214766,119
8,DFS,0.22308724832214766,119
107,DFS,0.22308724832214766,119
131,DFS,0.22308724832214766,119
125,DFS,0.22308724832214766,119
121,DFS,0.22308724832214766,119
118,DFS,0.22308724832214766,119
117,DFS,0.22308724832214766,119
100,DFS,0.22308724832214766,119
96,DFS,0.22308724832214766,119
64,DFS,0.22308724832214766,119
57,DFS,0.22308724832214766,119
53,DFS,0.22308724832214766,119
51,DFS,0.22308724832214766,119
42,DFS,0.22308724832214766,119
22,DFS,0.22308724832214766,119
12,DFS,0.22308724832214766,119
7,DFS,0.22308724832214766,119
