Padrao,Busca,DensidadeRegiao,NMPA_Parcial
893,DFS,0.037115115115115116,417
489,DFS,0.037115115115115116,417
989,DFS,0.037115115115115116,417
964,DFS,0.037115115115115116,417
909,DFS,0.037115115115115116,417
906,DFS,0.037115115115115116,417
827,DFS,0.037115115115115116,417
776,DFS,0.037115115115115116,417
758,DFS,0.037115115115115116,417
753,DFS,0.037115115115115116,417
749,DFS,0.037115115115115116,417
728,DFS,0.037115115115115116,417
720,DFS,0.037115115115115116,417
667,DFS,0.037115115115115116,417
635,DFS,0.037115115115115116,417
600,DFS,0.037115115115115116,417
566,DFS,0.037115115115115116,417
562,DFS,0.037115115115115116,417
560,DFS,0.037115115115115116,417
529,DFS,0.037115115115115116,417
469,DFS,0.037115115115115116,417
465,DFS,0.037115115115115116,417
424,DFS,0.037115115115115116,417
410,DFS,0.037115115115115116,417
406,DFS,0.037115115115115116,417
399,DFS,0.037115115115115116,417
383,DFS,0.037115115115115116,417
355,DFS,0.037115115115115116,417
313,DFS,0.037115115115115116,417
279,DFS,0.037115115115115116,417
268,DFS,0.037115115115115116,417
260,DFS,0.037115115115115116,417
249,DFS,0.037115115115115116,417
228,DFS,0.037115115115115116,417
147,DFS,0.037115115115115116,417
139,DFS,0.037115115115115116,417
133,DFS,0.037115115115115116,417
132,DFS,0.037115115115115116,417
128,DFS,0.037115115115115116,417
108,DFS,0.037115115115115116,417
99,DFS,0.037115115115115116,417
36,DFS,0.037115115115115116,417
35,DFS,0.037115115115115116,417
16,DFS,0.037115115115115116,417
0,DFS,0.037115115115115116,417
861,DFS,0.037115115115115116,417
462,DFS,0.037115115115115116,417
990,DFS,0.037115115115115116,417
950,DFS,0.037115115115115116,417
933,DFS,0.037115115115115116,417
874,DFS,0.037115115115115116,417
855,DFS,0.037115115115115116,417
841,DFS,0.037115115115115116,417
825,DFS,0.037115115115115116,417
784,DFS,0.037115115115115116,417
779,DFS,0.037115115115115116,417
729,DFS,0.037115115115115116,417
718,DFS,0.037115115115115116,417
707,DFS,0.037115115115115116,417
675,DFS,0.037115115115115116,417
625,DFS,0.037115115115115116,417
587,DFS,0.037115115115115116,417
583,DFS,0.037115115115115116,417
550,DFS,0.037115115115115116,417
519,DFS,0.037115115115115116,417
509,DFS,0.037115115115115116,417
492,DFS,0.037115115115115116,417
488,DFS,0.037115115115115116,417
464,DFS,0.037115115115115116,417
446,DFS,0.037115115115115116,417
435,DFS,0.037115115115115116,417
431,DFS,0.037115115115115116,417
418,DFS,0.037115115115115116,417
415,DFS,0.037115115115115116,417
409,DFS,0.037115115115115116,417
396,DFS,0.037115115115115116,417
378,DFS,0.037115115115115116,417
373,DFS,0.037115115115115116,417
368,DFS,0.037115115115115116,417
