Padrao,Busca,DensidadeRegiao
1,DFS,0.1480516661239553
6,DFS,0.1480516661239553
13,DFS,0.1480516661239553
19,DFS,0.1480516661239553
3,DFS,0.1480516661239553
41,DFS,0.1480516661239553
9,DFS,0.1480516661239553
15,DFS,0.1480516661239553
33,DFS,0.1480516661239553
32,DFS,0.1480516661239553
42,DFS,0.1480516661239553
30,DFS,0.1480516661239553
17,DFS,0.1480516661239553
16,DFS,0.1480516661239553
117,DFS,0.1480516661239553
27,DFS,0.1480516661239553
62,DFS,0.1480516661239553
101,DFS,0.1480516661239553
46,DFS,0.1480516661239553
29,DFS,0.1480516661239553
18,DFS,0.1480516661239553
52,DFS,0.1480516661239553
35,DFS,0.1480516661239553
40,DFS,0.1480516661239553
48,DFS,0.1480516661239553
72,DFS,0.1480516661239553
97,DFS,0.1480516661239553
90,DFS,0.1480516661239553
39,DFS,0.1480516661239553
80,DFS,0.1480516661239553
47,DFS,0.1480516661239553
51,DFS,0.1480516661239553
53,DFS,0.1480516661239553
89,DFS,0.1480516661239553
59,DFS,0.1480516661239553
36,DFS,0.1480516661239553
76,DFS,0.1480516661239553
86,DFS,0.1480516661239553
128,DFS,0.1480516661239553
96,DFS,0.1480516661239553
66,DFS,0.1480516661239553
73,DFS,0.1480516661239553
177,DFS,0.1480516661239553
105,DFS,0.1480516661239553
113,DFS,0.1480516661239553
103,DFS,0.1480516661239553
123,DFS,0.1480516661239553
88,DFS,0.1480516661239553
108,DFS,0.1480516661239553
93,DFS,0.1480516661239553
131,DFS,0.1480516661239553
109,DFS,0.1480516661239553
122,DFS,0.1480516661239553
130,DFS,0.1480516661239553
112,DFS,0.1480516661239553
141,DFS,0.1480516661239553
110,DFS,0.1480516661239553
133,DFS,0.1480516661239553
142,DFS,0.1480516661239553
111,DFS,0.1480516661239553
146,DFS,0.1480516661239553
120,DFS,0.1480516661239553
125,DFS,0.1480516661239553
83,DFS,0.1480516661239553
150,DFS,0.1480516661239553
180,DFS,0.1480516661239553
144,DFS,0.1480516661239553
159,DFS,0.1480516661239553
75,DFS,0.1480516661239553
222,DFS,0.1480516661239553
149,DFS,0.1480516661239553
119,DFS,0.1480516661239553
145,DFS,0.1480516661239553
124,DFS,0.1480516661239553
169,DFS,0.1480516661239553
216,DFS,0.1480516661239553
229,DFS,0.1480516661239553
154,DFS,0.1480516661239553
208,DFS,0.1480516661239553
155,DFS,0.1480516661239553
161,DFS,0.1480516661239553
236,DFS,0.1480516661239553
218,DFS,0.1480516661239553
153,DFS,0.1480516661239553
194,DFS,0.1480516661239553
164,DFS,0.1480516661239553
174,DFS,0.1480516661239553
200,DFS,0.1480516661239553
210,DFS,0.1480516661239553
281,DFS,0.1480516661239553
235,DFS,0.1480516661239553
239,DFS,0.1480516661239553
240,DFS,0.1480516661239553
170,DFS,0.1480516661239553
269,DFS,0.1480516661239553
198,DFS,0.1480516661239553
271,DFS,0.1480516661239553
199,DFS,0.1480516661239553
286,DFS,0.1480516661239553
251,DFS,0.1480516661239553
258,DFS,0.1480516661239553
224,DFS,0.1480516661239553
167,DFS,0.1480516661239553
203,DFS,0.1480516661239553
220,DFS,0.1480516661239553
249,DFS,0.1480516661239553
295,DFS,0.1480516661239553
292,DFS,0.1480516661239553
289,DFS,0.1480516661239553
233,DFS,0.1480516661239553
232,DFS,0.1480516661239553
307,DFS,0.1480516661239553
260,DFS,0.1480516661239553
296,DFS,0.1480516661239553
288,DFS,0.1480516661239553
339,DFS,0.1480516661239553
279,DFS,0.1480516661239553
211,DFS,0.1480516661239553
172,DFS,0.1480516661239553
255,DFS,0.1480516661239553
275,DFS,0.1480516661239553
343,DFS,0.1480516661239553
268,DFS,0.1480516661239553
282,DFS,0.1480516661239553
303,DFS,0.1480516661239553
336,DFS,0.1480516661239553
274,DFS,0.1480516661239553
335,DFS,0.1480516661239553
290,DFS,0.1480516661239553
297,DFS,0.1480516661239553
319,DFS,0.1480516661239553
294,DFS,0.1480516661239553
314,DFS,0.1480516661239553
369,DFS,0.1480516661239553
320,DFS,0.1480516661239553
426,DFS,0.1480516661239553
326,DFS,0.1480516661239553
346,DFS,0.1480516661239553
322,DFS,0.1480516661239553
370,DFS,0.1480516661239553
373,DFS,0.1480516661239553
351,DFS,0.1480516661239553
316,DFS,0.1480516661239553
353,DFS,0.1480516661239553
371,DFS,0.1480516661239553
378,DFS,0.1480516661239553
338,DFS,0.1480516661239553
252,DFS,0.1480516661239553
266,DFS,0.1480516661239553
453,DFS,0.1480516661239553
431,DFS,0.1480516661239553
230,DFS,0.1480516661239553
380,DFS,0.1480516661239553
347,DFS,0.1480516661239553
374,DFS,0.1480516661239553
356,DFS,0.1480516661239553
382,DFS,0.1480516661239553
388,DFS,0.1480516661239553
357,DFS,0.1480516661239553
376,DFS,0.1480516661239553
413,DFS,0.1480516661239553
408,DFS,0.1480516661239553
381,DFS,0.1480516661239553
368,DFS,0.1480516661239553
414,DFS,0.1480516661239553
456,DFS,0.1480516661239553
407,DFS,0.1480516661239553
390,DFS,0.1480516661239553
398,DFS,0.1480516661239553
400,DFS,0.1480516661239553
461,DFS,0.1480516661239553
386,DFS,0.1480516661239553
411,DFS,0.1480516661239553
430,DFS,0.1480516661239553
429,DFS,0.1480516661239553
396,DFS,0.1480516661239553
433,DFS,0.1480516661239553
486,DFS,0.1480516661239553
420,DFS,0.1480516661239553
428,DFS,0.1480516661239553
421,DFS,0.1480516661239553
562,DFS,0.1480516661239553
463,DFS,0.1480516661239553
437,DFS,0.1480516661239553
423,DFS,0.1480516661239553
522,DFS,0.1480516661239553
495,DFS,0.1480516661239553
438,DFS,0.1480516661239553
457,DFS,0.1480516661239553
469,DFS,0.1480516661239553
464,DFS,0.1480516661239553
472,DFS,0.1480516661239553
507,DFS,0.1480516661239553
492,DFS,0.1480516661239553
465,DFS,0.1480516661239553
483,DFS,0.1480516661239553
478,DFS,0.1480516661239553
521,DFS,0.1480516661239553
504,DFS,0.1480516661239553
440,DFS,0.1480516661239553
498,DFS,0.1480516661239553
485,DFS,0.1480516661239553
541,DFS,0.1480516661239553
517,DFS,0.1480516661239553
524,DFS,0.1480516661239553
536,DFS,0.1480516661239553
502,DFS,0.1480516661239553
540,DFS,0.1480516661239553
466,DFS,0.1480516661239553
605,DFS,0.1480516661239553
569,DFS,0.1480516661239553
568,DFS,0.1480516661239553
575,DFS,0.1480516661239553
509,DFS,0.1480516661239553
530,DFS,0.1480516661239553
553,DFS,0.1480516661239553
529,DFS,0.1480516661239553
506,DFS,0.1480516661239553
538,DFS,0.1480516661239553
570,DFS,0.1480516661239553
574,DFS,0.1480516661239553
526,DFS,0.1480516661239553
554,DFS,0.1480516661239553
551,DFS,0.1480516661239553
544,DFS,0.1480516661239553
582,DFS,0.1480516661239553
587,DFS,0.1480516661239553
588,DFS,0.1480516661239553
539,DFS,0.1480516661239553
565,DFS,0.1480516661239553
559,DFS,0.1480516661239553
598,DFS,0.1480516661239553
612,DFS,0.1480516661239553
579,DFS,0.1480516661239553
617,DFS,0.1480516661239553
665,DFS,0.1480516661239553
604,DFS,0.1480516661239553
591,DFS,0.1480516661239553
503,DFS,0.1480516661239553
705,DFS,0.1480516661239553
596,DFS,0.1480516661239553
583,DFS,0.1480516661239553
644,DFS,0.1480516661239553
633,DFS,0.1480516661239553
600,DFS,0.1480516661239553
599,DFS,0.1480516661239553
610,DFS,0.1480516661239553
631,DFS,0.1480516661239553
647,DFS,0.1480516661239553
652,DFS,0.1480516661239553
628,DFS,0.1480516661239553
646,DFS,0.1480516661239553
607,DFS,0.1480516661239553
632,DFS,0.1480516661239553
639,DFS,0.1480516661239553
602,DFS,0.1480516661239553
593,DFS,0.1480516661239553
621,DFS,0.1480516661239553
624,DFS,0.1480516661239553
666,DFS,0.1480516661239553
641,DFS,0.1480516661239553
637,DFS,0.1480516661239553
656,DFS,0.1480516661239553
658,DFS,0.1480516661239553
735,DFS,0.1480516661239553
642,DFS,0.1480516661239553
671,DFS,0.1480516661239553
661,DFS,0.1480516661239553
677,DFS,0.1480516661239553
636,DFS,0.1480516661239553
691,DFS,0.1480516661239553
679,DFS,0.1480516661239553
669,DFS,0.1480516661239553
688,DFS,0.1480516661239553
663,DFS,0.1480516661239553
693,DFS,0.1480516661239553
694,DFS,0.1480516661239553
708,DFS,0.1480516661239553
709,DFS,0.1480516661239553
680,DFS,0.1480516661239553
697,DFS,0.1480516661239553
744,DFS,0.1480516661239553
725,DFS,0.1480516661239553
678,DFS,0.1480516661239553
740,DFS,0.1480516661239553
715,DFS,0.1480516661239553
704,DFS,0.1480516661239553
721,DFS,0.1480516661239553
682,DFS,0.1480516661239553
687,DFS,0.1480516661239553
720,DFS,0.1480516661239553
716,DFS,0.1480516661239553
