Padrao,Busca,DensidadeRegiao
4,BFS,0.8571428571428571
5,BFS,0.8571428571428571
16,BFS,0.8571428571428571
19,BFS,0.8571428571428571
23,BFS,0.8571428571428571
24,BFS,0.8571428571428571
27,BFS,0.8571428571428571
29,BFS,0.8571428571428571
7,BFS,0.8571428571428571
9,BFS,0.8571428571428571
20,BFS,0.8571428571428571
25,BFS,0.8571428571428571
8,BFS,0.8571428571428571
22,BFS,0.8571428571428571
1,BFS,0.9166666666666666
6,BFS,0.9166666666666666
10,BFS,0.9166666666666666
13,BFS,0.9166666666666666
14,BFS,0.9166666666666666
17,BFS,0.9166666666666666
18,BFS,0.9166666666666666
21,BFS,0.9166666666666666
26,BFS,0.9166666666666666
0,BFS,0.9047619047619048
2,BFS,0.9047619047619048
11,BFS,0.9047619047619048
12,BFS,0.9047619047619048
15,BFS,0.9047619047619048
28,BFS,0.9047619047619048
3,BFS,0.9047619047619048
