Padrao,Busca,DensidadeRegiao,NMPA_Parcial
372,DFS,0.05621035058430718,297
340,DFS,0.05621035058430718,297
325,DFS,0.05621035058430718,297
324,DFS,0.05621035058430718,297
322,DFS,0.05621035058430718,297
300,DFS,0.05621035058430718,297
257,DFS,0.05621035058430718,297
248,DFS,0.05621035058430718,297
204,DFS,0.05621035058430718,297
186,DFS,0.05621035058430718,297
165,DFS,0.05621035058430718,297
160,DFS,0.05621035058430718,297
154,DFS,0.05621035058430718,297
123,DFS,0.05621035058430718,297
95,DFS,0.05621035058430718,297
75,DFS,0.05621035058430718,297
67,DFS,0.05621035058430718,297
56,DFS,0.05621035058430718,297
42,DFS,0.05621035058430718,297
540,DFS,0.05621035058430718,297
591,DFS,0.05621035058430718,297
578,DFS,0.05621035058430718,297
547,DFS,0.05621035058430718,297
527,DFS,0.05621035058430718,297
525,DFS,0.05621035058430718,297
501,DFS,0.05621035058430718,297
497,DFS,0.05621035058430718,297
477,DFS,0.05621035058430718,297
459,DFS,0.05621035058430718,297
449,DFS,0.05621035058430718,297
409,DFS,0.05621035058430718,297
387,DFS,0.05621035058430718,297
363,DFS,0.05621035058430718,297
361,DFS,0.05621035058430718,297
356,DFS,0.05621035058430718,297
343,DFS,0.05621035058430718,297
327,DFS,0.05621035058430718,297
298,DFS,0.05621035058430718,297
273,DFS,0.05621035058430718,297
271,DFS,0.05621035058430718,297
266,DFS,0.05621035058430718,297
247,DFS,0.05621035058430718,297
243,DFS,0.05621035058430718,297
212,DFS,0.05621035058430718,297
206,DFS,0.05621035058430718,297
185,DFS,0.05621035058430718,297
183,DFS,0.05621035058430718,297
182,DFS,0.05621035058430718,297
136,DFS,0.05621035058430718,297
113,DFS,0.05621035058430718,297
112,DFS,0.05621035058430718,297
104,DFS,0.05621035058430718,297
64,DFS,0.05621035058430718,297
57,DFS,0.05621035058430718,297
49,DFS,0.05621035058430718,297
25,DFS,0.05621035058430718,297
9,DFS,0.05621035058430718,297
508,DFS,0.05621035058430718,297
583,DFS,0.05621035058430718,297
573,DFS,0.05621035058430718,297
550,DFS,0.05621035058430718,297
544,DFS,0.05621035058430718,297
489,DFS,0.05621035058430718,297
476,DFS,0.05621035058430718,297
463,DFS,0.05621035058430718,297
450,DFS,0.05621035058430718,297
444,DFS,0.05621035058430718,297
442,DFS,0.05621035058430718,297
429,DFS,0.05621035058430718,297
406,DFS,0.05621035058430718,297
382,DFS,0.05621035058430718,297
347,DFS,0.05621035058430718,297
334,DFS,0.05621035058430718,297
272,DFS,0.05621035058430718,297
264,DFS,0.05621035058430718,297
261,DFS,0.05621035058430718,297
174,DFS,0.05621035058430718,297
155,DFS,0.05621035058430718,297
151,DFS,0.05621035058430718,297
128,DFS,0.05621035058430718,297
119,DFS,0.05621035058430718,297
103,DFS,0.05621035058430718,297
94,DFS,0.05621035058430718,297
88,DFS,0.05621035058430718,297
40,DFS,0.05621035058430718,297
32,DFS,0.05621035058430718,297
27,DFS,0.05621035058430718,297
10,DFS,0.05621035058430718,297
469,DFS,0.05621035058430718,297
17,DFS,0.05621035058430718,297
506,DFS,0.05621035058430718,297
500,DFS,0.05621035058430718,297
488,DFS,0.05621035058430718,297
478,DFS,0.05621035058430718,297
470,DFS,0.05621035058430718,297
457,DFS,0.05621035058430718,297
433,DFS,0.05621035058430718,297
402,DFS,0.05621035058430718,297
398,DFS,0.05621035058430718,297
383,DFS,0.05621035058430718,297
371,DFS,0.05621035058430718,297
358,DFS,0.05621035058430718,297
350,DFS,0.05621035058430718,297
302,DFS,0.05621035058430718,297
289,DFS,0.05621035058430718,297
270,DFS,0.05621035058430718,297
242,DFS,0.05621035058430718,297
208,DFS,0.05621035058430718,297
191,DFS,0.05621035058430718,297
188,DFS,0.05621035058430718,297
180,DFS,0.05621035058430718,297
164,DFS,0.05621035058430718,297
98,DFS,0.05621035058430718,297
83,DFS,0.05621035058430718,297
50,DFS,0.05621035058430718,297
467,DFS,0.05621035058430718,297
577,DFS,0.05621035058430718,297
553,DFS,0.05621035058430718,297
534,DFS,0.05621035058430718,297
455,DFS,0.05621035058430718,297
354,DFS,0.05621035058430718,297
318,DFS,0.05621035058430718,297
177,DFS,0.05621035058430718,297
157,DFS,0.05621035058430718,297
7,DFS,0.05621035058430718,297
410,DFS,0.05621035058430718,297
568,DFS,0.05621035058430718,297
381,DFS,0.05621035058430718,297
365,DFS,0.05621035058430718,297
311,DFS,0.05621035058430718,297
267,DFS,0.05621035058430718,297
258,DFS,0.05621035058430718,297
126,DFS,0.05621035058430718,297
100,DFS,0.05621035058430718,297
38,DFS,0.05621035058430718,297
2,DFS,0.05621035058430718,297
403,DFS,0.05621035058430718,297
582,DFS,0.05621035058430718,297
554,DFS,0.05621035058430718,297
425,DFS,0.05621035058430718,297
359,DFS,0.05621035058430718,297
296,DFS,0.05621035058430718,297
259,DFS,0.05621035058430718,297
187,DFS,0.05621035058430718,297
41,DFS,0.05621035058430718,297
390,DFS,0.05621035058430718,297
530,DFS,0.05621035058430718,297
441,DFS,0.05621035058430718,297
337,DFS,0.05621035058430718,297
336,DFS,0.05621035058430718,297
304,DFS,0.05621035058430718,297
283,DFS,0.05621035058430718,297
278,DFS,0.05621035058430718,297
276,DFS,0.05621035058430718,297
231,DFS,0.05621035058430718,297
211,DFS,0.05621035058430718,297
148,DFS,0.05621035058430718,297
134,DFS,0.05621035058430718,297
81,DFS,0.05621035058430718,297
79,DFS,0.05621035058430718,297
48,DFS,0.05621035058430718,297
213,DFS,0.05621035058430718,297
595,DFS,0.05621035058430718,297
589,DFS,0.05621035058430718,297
557,DFS,0.05621035058430718,297
536,DFS,0.05621035058430718,297
513,DFS,0.05621035058430718,297
481,DFS,0.05621035058430718,297
418,DFS,0.05621035058430718,297
416,DFS,0.05621035058430718,297
405,DFS,0.05621035058430718,297
323,DFS,0.05621035058430718,297
321,DFS,0.05621035058430718,297
234,DFS,0.05621035058430718,297
194,DFS,0.05621035058430718,297
166,DFS,0.05621035058430718,297
129,DFS,0.05621035058430718,297
111,DFS,0.05621035058430718,297
107,DFS,0.05621035058430718,297
105,DFS,0.05621035058430718,297
82,DFS,0.05621035058430718,297
36,DFS,0.05621035058430718,297
