Padrao,Busca,DensidadeRegiao
58,BFS,0.03540100250626566
20,BFS,0.03540100250626566
22,BFS,0.03540100250626566
39,BFS,0.03540100250626566
57,BFS,0.03540100250626566
60,BFS,0.03540100250626566
70,BFS,0.03540100250626566
91,BFS,0.03540100250626566
96,BFS,0.03540100250626566
97,BFS,0.03540100250626566
107,BFS,0.03540100250626566
113,BFS,0.03540100250626566
143,BFS,0.03540100250626566
153,BFS,0.03540100250626566
166,BFS,0.03540100250626566
169,BFS,0.03540100250626566
180,BFS,0.03540100250626566
188,BFS,0.03540100250626566
191,BFS,0.03540100250626566
197,BFS,0.03540100250626566
200,BFS,0.03540100250626566
204,BFS,0.03540100250626566
224,BFS,0.03540100250626566
238,BFS,0.03540100250626566
241,BFS,0.03540100250626566
248,BFS,0.03540100250626566
259,BFS,0.03540100250626566
263,BFS,0.03540100250626566
272,BFS,0.03540100250626566
274,BFS,0.03540100250626566
280,BFS,0.03540100250626566
307,BFS,0.03540100250626566
312,BFS,0.03540100250626566
321,BFS,0.03540100250626566
328,BFS,0.03540100250626566
330,BFS,0.03540100250626566
342,BFS,0.03540100250626566
353,BFS,0.03540100250626566
357,BFS,0.03540100250626566
384,BFS,0.03540100250626566
396,BFS,0.03540100250626566
398,BFS,0.03540100250626566
9,BFS,0.03540100250626566
15,BFS,0.03540100250626566
32,BFS,0.03540100250626566
50,BFS,0.03540100250626566
98,BFS,0.03540100250626566
103,BFS,0.03540100250626566
116,BFS,0.03540100250626566
170,BFS,0.03540100250626566
194,BFS,0.03540100250626566
208,BFS,0.03540100250626566
232,BFS,0.03540100250626566
291,BFS,0.03540100250626566
314,BFS,0.03540100250626566
325,BFS,0.03540100250626566
373,BFS,0.03540100250626566
385,BFS,0.03540100250626566
16,BFS,0.03540100250626566
226,BFS,0.03540100250626566
237,BFS,0.03540100250626566
267,BFS,0.03540100250626566
335,BFS,0.03540100250626566
338,BFS,0.03540100250626566
363,BFS,0.03540100250626566
118,BFS,0.03540100250626566
162,BFS,0.03540100250626566
163,BFS,0.03540100250626566
227,BFS,0.03540100250626566
252,BFS,0.03540100250626566
258,BFS,0.03540100250626566
308,BFS,0.03540100250626566
343,BFS,0.03540100250626566
13,BFS,0.03540100250626566
207,BFS,0.03540100250626566
271,BFS,0.03540100250626566
392,BFS,0.03540100250626566
64,BFS,0.03540100250626566
67,BFS,0.03540100250626566
82,BFS,0.03540100250626566
95,BFS,0.03540100250626566
108,BFS,0.03540100250626566
141,BFS,0.03540100250626566
142,BFS,0.03540100250626566
150,BFS,0.03540100250626566
196,BFS,0.03540100250626566
220,BFS,0.03540100250626566
221,BFS,0.03540100250626566
246,BFS,0.03540100250626566
254,BFS,0.03540100250626566
257,BFS,0.03540100250626566
279,BFS,0.03540100250626566
320,BFS,0.03540100250626566
340,BFS,0.03540100250626566
350,BFS,0.03540100250626566
360,BFS,0.03540100250626566
21,BFS,0.03540100250626566
38,BFS,0.03540100250626566
43,BFS,0.03540100250626566
66,BFS,0.03540100250626566
102,BFS,0.03540100250626566
125,BFS,0.03540100250626566
138,BFS,0.03540100250626566
164,BFS,0.03540100250626566
168,BFS,0.03540100250626566
177,BFS,0.03540100250626566
190,BFS,0.03540100250626566
210,BFS,0.03540100250626566
214,BFS,0.03540100250626566
229,BFS,0.03540100250626566
264,BFS,0.03540100250626566
265,BFS,0.03540100250626566
290,BFS,0.03540100250626566
313,BFS,0.03540100250626566
322,BFS,0.03540100250626566
323,BFS,0.03540100250626566
346,BFS,0.03540100250626566
399,BFS,0.03540100250626566
47,BFS,0.03540100250626566
149,BFS,0.03540100250626566
296,BFS,0.03540100250626566
382,BFS,0.03540100250626566
10,BFS,0.03540100250626566
63,BFS,0.03540100250626566
89,BFS,0.03540100250626566
111,BFS,0.03540100250626566
260,BFS,0.03540100250626566
317,BFS,0.03540100250626566
364,BFS,0.03540100250626566
4,BFS,0.03540100250626566
26,BFS,0.03540100250626566
69,BFS,0.03540100250626566
80,BFS,0.03540100250626566
90,BFS,0.03540100250626566
123,BFS,0.03540100250626566
130,BFS,0.03540100250626566
137,BFS,0.03540100250626566
155,BFS,0.03540100250626566
158,BFS,0.03540100250626566
225,BFS,0.03540100250626566
294,BFS,0.03540100250626566
303,BFS,0.03540100250626566
324,BFS,0.03540100250626566
367,BFS,0.03540100250626566
381,BFS,0.03540100250626566
397,BFS,0.03540100250626566
104,BFS,0.03540100250626566
139,BFS,0.03540100250626566
151,BFS,0.03540100250626566
270,BFS,0.03540100250626566
347,BFS,0.03540100250626566
189,BFS,0.03540100250626566
193,BFS,0.03540100250626566
215,BFS,0.03540100250626566
228,BFS,0.03540100250626566
253,BFS,0.03540100250626566
336,BFS,0.03540100250626566
361,BFS,0.03540100250626566
387,BFS,0.03540100250626566
18,BFS,0.03540100250626566
46,BFS,0.03540100250626566
72,BFS,0.03540100250626566
73,BFS,0.03540100250626566
154,BFS,0.03540100250626566
185,BFS,0.03540100250626566
230,BFS,0.03540100250626566
240,BFS,0.03540100250626566
262,BFS,0.03540100250626566
293,BFS,0.03540100250626566
309,BFS,0.03540100250626566
329,BFS,0.03540100250626566
369,BFS,0.03540100250626566
374,BFS,0.03540100250626566
41,BFS,0.03540100250626566
53,BFS,0.03540100250626566
171,BFS,0.03540100250626566
205,BFS,0.03540100250626566
268,BFS,0.03540100250626566
275,BFS,0.03540100250626566
286,BFS,0.03540100250626566
292,BFS,0.03540100250626566
331,BFS,0.03540100250626566
339,BFS,0.03540100250626566
352,BFS,0.03540100250626566
394,BFS,0.03540100250626566
35,BFS,0.03540100250626566
201,BFS,0.03540100250626566
250,BFS,0.03540100250626566
251,BFS,0.03540100250626566
391,BFS,0.03540100250626566
5,BFS,0.03540100250626566
186,BFS,0.03540100250626566
199,BFS,0.03540100250626566
42,BFS,0.03540100250626566
75,BFS,0.03540100250626566
81,BFS,0.03540100250626566
84,BFS,0.03540100250626566
131,BFS,0.03540100250626566
218,BFS,0.03540100250626566
266,BFS,0.03540100250626566
305,BFS,0.03540100250626566
2,BFS,0.03540100250626566
59,BFS,0.03540100250626566
132,BFS,0.03540100250626566
298,BFS,0.03540100250626566
362,BFS,0.03540100250626566
17,BFS,0.03540100250626566
78,BFS,0.03540100250626566
126,BFS,0.03540100250626566
236,BFS,0.03540100250626566
277,BFS,0.03540100250626566
287,BFS,0.03540100250626566
6,BFS,0.03540100250626566
173,BFS,0.03540100250626566
304,BFS,0.03540100250626566
356,BFS,0.03540100250626566
358,BFS,0.03540100250626566
19,BFS,0.03540100250626566
24,BFS,0.03540100250626566
86,BFS,0.03540100250626566
195,BFS,0.03540100250626566
212,BFS,0.03540100250626566
345,BFS,0.03540100250626566
178,BFS,0.03540100250626566
234,BFS,0.03540100250626566
355,BFS,0.03540100250626566
74,BFS,0.03540100250626566
106,BFS,0.03540100250626566
160,BFS,0.03540100250626566
167,BFS,0.03540100250626566
283,BFS,0.03540100250626566
300,BFS,0.03540100250626566
