Padrao,Busca,DensidadeRegiao,NMPA_Parcial
296,DFS,0.06238238238238238,810
289,DFS,0.06238238238238238,810
248,DFS,0.06238238238238238,810
220,DFS,0.06238238238238238,810
216,DFS,0.06238238238238238,810
212,DFS,0.06238238238238238,810
203,DFS,0.06238238238238238,810
189,DFS,0.06238238238238238,810
183,DFS,0.06238238238238238,810
170,DFS,0.06238238238238238,810
115,DFS,0.06238238238238238,810
102,DFS,0.06238238238238238,810
92,DFS,0.06238238238238238,810
89,DFS,0.06238238238238238,810
37,DFS,0.06238238238238238,810
31,DFS,0.06238238238238238,810
22,DFS,0.06238238238238238,810
5,DFS,0.06238238238238238,810
4,DFS,0.06238238238238238,810
3,DFS,0.06238238238238238,810
623,DFS,0.06238238238238238,810
598,DFS,0.06238238238238238,810
453,DFS,0.06238238238238238,810
983,DFS,0.06238238238238238,810
978,DFS,0.06238238238238238,810
962,DFS,0.06238238238238238,810
936,DFS,0.06238238238238238,810
925,DFS,0.06238238238238238,810
913,DFS,0.06238238238238238,810
894,DFS,0.06238238238238238,810
878,DFS,0.06238238238238238,810
877,DFS,0.06238238238238238,810
848,DFS,0.06238238238238238,810
846,DFS,0.06238238238238238,810
819,DFS,0.06238238238238238,810
817,DFS,0.06238238238238238,810
795,DFS,0.06238238238238238,810
794,DFS,0.06238238238238238,810
789,DFS,0.06238238238238238,810
754,DFS,0.06238238238238238,810
743,DFS,0.06238238238238238,810
701,DFS,0.06238238238238238,810
698,DFS,0.06238238238238238,810
676,DFS,0.06238238238238238,810
674,DFS,0.06238238238238238,810
671,DFS,0.06238238238238238,810
667,DFS,0.06238238238238238,810
648,DFS,0.06238238238238238,810
646,DFS,0.06238238238238238,810
639,DFS,0.06238238238238238,810
615,DFS,0.06238238238238238,810
607,DFS,0.06238238238238238,810
601,DFS,0.06238238238238238,810
586,DFS,0.06238238238238238,810
532,DFS,0.06238238238238238,810
531,DFS,0.06238238238238238,810
523,DFS,0.06238238238238238,810
518,DFS,0.06238238238238238,810
512,DFS,0.06238238238238238,810
466,DFS,0.06238238238238238,810
447,DFS,0.06238238238238238,810
427,DFS,0.06238238238238238,810
424,DFS,0.06238238238238238,810
410,DFS,0.06238238238238238,810
403,DFS,0.06238238238238238,810
365,DFS,0.06238238238238238,810
363,DFS,0.06238238238238238,810
356,DFS,0.06238238238238238,810
335,DFS,0.06238238238238238,810
320,DFS,0.06238238238238238,810
318,DFS,0.06238238238238238,810
317,DFS,0.06238238238238238,810
306,DFS,0.06238238238238238,810
304,DFS,0.06238238238238238,810
290,DFS,0.06238238238238238,810
275,DFS,0.06238238238238238,810
252,DFS,0.06238238238238238,810
226,DFS,0.06238238238238238,810
210,DFS,0.06238238238238238,810
201,DFS,0.06238238238238238,810
156,DFS,0.06238238238238238,810
136,DFS,0.06238238238238238,810
131,DFS,0.06238238238238238,810
116,DFS,0.06238238238238238,810
106,DFS,0.06238238238238238,810
104,DFS,0.06238238238238238,810
99,DFS,0.06238238238238238,810
95,DFS,0.06238238238238238,810
91,DFS,0.06238238238238238,810
87,DFS,0.06238238238238238,810
61,DFS,0.06238238238238238,810
21,DFS,0.06238238238238238,810
19,DFS,0.06238238238238238,810
11,DFS,0.06238238238238238,810
996,DFS,0.06238238238238238,810
540,DFS,0.06238238238238238,810
963,DFS,0.06238238238238238,810
884,DFS,0.06238238238238238,810
870,DFS,0.06238238238238238,810
854,DFS,0.06238238238238238,810
851,DFS,0.06238238238238238,810
839,DFS,0.06238238238238238,810
838,DFS,0.06238238238238238,810
836,DFS,0.06238238238238238,810
824,DFS,0.06238238238238238,810
823,DFS,0.06238238238238238,810
813,DFS,0.06238238238238238,810
803,DFS,0.06238238238238238,810
751,DFS,0.06238238238238238,810
740,DFS,0.06238238238238238,810
735,DFS,0.06238238238238238,810
732,DFS,0.06238238238238238,810
721,DFS,0.06238238238238238,810
687,DFS,0.06238238238238238,810
629,DFS,0.06238238238238238,810
583,DFS,0.06238238238238238,810
562,DFS,0.06238238238238238,810
534,DFS,0.06238238238238238,810
533,DFS,0.06238238238238238,810
505,DFS,0.06238238238238238,810
498,DFS,0.06238238238238238,810
486,DFS,0.06238238238238238,810
459,DFS,0.06238238238238238,810
455,DFS,0.06238238238238238,810
437,DFS,0.06238238238238238,810
425,DFS,0.06238238238238238,810
420,DFS,0.06238238238238238,810
419,DFS,0.06238238238238238,810
384,DFS,0.06238238238238238,810
360,DFS,0.06238238238238238,810
326,DFS,0.06238238238238238,810
312,DFS,0.06238238238238238,810
291,DFS,0.06238238238238238,810
281,DFS,0.06238238238238238,810
249,DFS,0.06238238238238238,810
160,DFS,0.06238238238238238,810
130,DFS,0.06238238238238238,810
129,DFS,0.06238238238238238,810
118,DFS,0.06238238238238238,810
113,DFS,0.06238238238238238,810
49,DFS,0.06238238238238238,810
44,DFS,0.06238238238238238,810
41,DFS,0.06238238238238238,810
36,DFS,0.06238238238238238,810
10,DFS,0.06238238238238238,810
959,DFS,0.06238238238238238,810
855,DFS,0.06238238238238238,810
239,DFS,0.06238238238238238,810
977,DFS,0.06238238238238238,810
949,DFS,0.06238238238238238,810
948,DFS,0.06238238238238238,810
944,DFS,0.06238238238238238,810
943,DFS,0.06238238238238238,810
938,DFS,0.06238238238238238,810
882,DFS,0.06238238238238238,810
860,DFS,0.06238238238238238,810
857,DFS,0.06238238238238238,810
800,DFS,0.06238238238238238,810
791,DFS,0.06238238238238238,810
787,DFS,0.06238238238238238,810
773,DFS,0.06238238238238238,810
769,DFS,0.06238238238238238,810
767,DFS,0.06238238238238238,810
761,DFS,0.06238238238238238,810
758,DFS,0.06238238238238238,810
747,DFS,0.06238238238238238,810
727,DFS,0.06238238238238238,810
722,DFS,0.06238238238238238,810
696,DFS,0.06238238238238238,810
692,DFS,0.06238238238238238,810
689,DFS,0.06238238238238238,810
686,DFS,0.06238238238238238,810
683,DFS,0.06238238238238238,810
681,DFS,0.06238238238238238,810
677,DFS,0.06238238238238238,810
672,DFS,0.06238238238238238,810
669,DFS,0.06238238238238238,810
666,DFS,0.06238238238238238,810
661,DFS,0.06238238238238238,810
655,DFS,0.06238238238238238,810
640,DFS,0.06238238238238238,810
608,DFS,0.06238238238238238,810
606,DFS,0.06238238238238238,810
585,DFS,0.06238238238238238,810
584,DFS,0.06238238238238238,810
572,DFS,0.06238238238238238,810
569,DFS,0.06238238238238238,810
535,DFS,0.06238238238238238,810
522,DFS,0.06238238238238238,810
506,DFS,0.06238238238238238,810
503,DFS,0.06238238238238238,810
476,DFS,0.06238238238238238,810
473,DFS,0.06238238238238238,810
457,DFS,0.06238238238238238,810
444,DFS,0.06238238238238238,810
433,DFS,0.06238238238238238,810
430,DFS,0.06238238238238238,810
408,DFS,0.06238238238238238,810
397,DFS,0.06238238238238238,810
391,DFS,0.06238238238238238,810
382,DFS,0.06238238238238238,810
332,DFS,0.06238238238238238,810
307,DFS,0.06238238238238238,810
270,DFS,0.06238238238238238,810
233,DFS,0.06238238238238238,810
232,DFS,0.06238238238238238,810
230,DFS,0.06238238238238238,810
228,DFS,0.06238238238238238,810
219,DFS,0.06238238238238238,810
205,DFS,0.06238238238238238,810
196,DFS,0.06238238238238238,810
181,DFS,0.06238238238238238,810
177,DFS,0.06238238238238238,810
150,DFS,0.06238238238238238,810
149,DFS,0.06238238238238238,810
147,DFS,0.06238238238238238,810
126,DFS,0.06238238238238238,810
68,DFS,0.06238238238238238,810
56,DFS,0.06238238238238238,810
891,DFS,0.06238238238238238,810
590,DFS,0.06238238238238238,810
890,DFS,0.06238238238238238,810
865,DFS,0.06238238238238238,810
862,DFS,0.06238238238238238,810
821,DFS,0.06238238238238238,810
805,DFS,0.06238238238238238,810
739,DFS,0.06238238238238238,810
632,DFS,0.06238238238238238,810
570,DFS,0.06238238238238238,810
547,DFS,0.06238238238238238,810
479,DFS,0.06238238238238238,810
470,DFS,0.06238238238238238,810
370,DFS,0.06238238238238238,810
328,DFS,0.06238238238238238,810
319,DFS,0.06238238238238238,810
240,DFS,0.06238238238238238,810
191,DFS,0.06238238238238238,810
169,DFS,0.06238238238238238,810
76,DFS,0.06238238238238238,810
28,DFS,0.06238238238238238,810
0,DFS,0.06238238238238238,810
828,DFS,0.06238238238238238,810
25,DFS,0.06238238238238238,810
974,DFS,0.06238238238238238,810
965,DFS,0.06238238238238238,810
927,DFS,0.06238238238238238,810
917,DFS,0.06238238238238238,810
879,DFS,0.06238238238238238,810
873,DFS,0.06238238238238238,810
843,DFS,0.06238238238238238,810
822,DFS,0.06238238238238238,810
772,DFS,0.06238238238238238,810
691,DFS,0.06238238238238238,810
638,DFS,0.06238238238238238,810
619,DFS,0.06238238238238238,810
614,DFS,0.06238238238238238,810
603,DFS,0.06238238238238238,810
578,DFS,0.06238238238238238,810
526,DFS,0.06238238238238238,810
517,DFS,0.06238238238238238,810
510,DFS,0.06238238238238238,810
504,DFS,0.06238238238238238,810
488,DFS,0.06238238238238238,810
449,DFS,0.06238238238238238,810
440,DFS,0.06238238238238238,810
394,DFS,0.06238238238238238,810
380,DFS,0.06238238238238238,810
371,DFS,0.06238238238238238,810
368,DFS,0.06238238238238238,810
362,DFS,0.06238238238238238,810
347,DFS,0.06238238238238238,810
345,DFS,0.06238238238238238,810
341,DFS,0.06238238238238238,810
327,DFS,0.06238238238238238,810
298,DFS,0.06238238238238238,810
287,DFS,0.06238238238238238,810
286,DFS,0.06238238238238238,810
276,DFS,0.06238238238238238,810
257,DFS,0.06238238238238238,810
241,DFS,0.06238238238238238,810
197,DFS,0.06238238238238238,810
195,DFS,0.06238238238238238,810
186,DFS,0.06238238238238238,810
153,DFS,0.06238238238238238,810
152,DFS,0.06238238238238238,810
142,DFS,0.06238238238238238,810
112,DFS,0.06238238238238238,810
93,DFS,0.06238238238238238,810
70,DFS,0.06238238238238238,810
57,DFS,0.06238238238238238,810
23,DFS,0.06238238238238238,810
778,DFS,0.06238238238238238,810
985,DFS,0.06238238238238238,810
956,DFS,0.06238238238238238,810
937,DFS,0.06238238238238238,810
926,DFS,0.06238238238238238,810
912,DFS,0.06238238238238238,810
881,DFS,0.06238238238238238,810
774,DFS,0.06238238238238238,810
771,DFS,0.06238238238238238,810
766,DFS,0.06238238238238238,810
752,DFS,0.06238238238238238,810
741,DFS,0.06238238238238238,810
717,DFS,0.06238238238238238,810
706,DFS,0.06238238238238238,810
694,DFS,0.06238238238238238,810
675,DFS,0.06238238238238238,810
627,DFS,0.06238238238238238,810
599,DFS,0.06238238238238238,810
545,DFS,0.06238238238238238,810
484,DFS,0.06238238238238238,810
477,DFS,0.06238238238238238,810
463,DFS,0.06238238238238238,810
439,DFS,0.06238238238238238,810
436,DFS,0.06238238238238238,810
422,DFS,0.06238238238238238,810
402,DFS,0.06238238238238238,810
378,DFS,0.06238238238238238,810
339,DFS,0.06238238238238238,810
322,DFS,0.06238238238238238,810
277,DFS,0.06238238238238238,810
194,DFS,0.06238238238238238,810
148,DFS,0.06238238238238238,810
121,DFS,0.06238238238238238,810
107,DFS,0.06238238238238238,810
85,DFS,0.06238238238238238,810
77,DFS,0.06238238238238238,810
74,DFS,0.06238238238238238,810
58,DFS,0.06238238238238238,810
46,DFS,0.06238238238238238,810
45,DFS,0.06238238238238238,810
7,DFS,0.06238238238238238,810
6,DFS,0.06238238238238238,810
765,DFS,0.06238238238238238,810
745,DFS,0.06238238238238238,810
494,DFS,0.06238238238238238,810
976,DFS,0.06238238238238238,810
945,DFS,0.06238238238238238,810
897,DFS,0.06238238238238238,810
895,DFS,0.06238238238238238,810
837,DFS,0.06238238238238238,810
764,DFS,0.06238238238238238,810
713,DFS,0.06238238238238238,810
665,DFS,0.06238238238238238,810
651,DFS,0.06238238238238238,810
628,DFS,0.06238238238238238,810
582,DFS,0.06238238238238238,810
568,DFS,0.06238238238238238,810
559,DFS,0.06238238238238238,810
525,DFS,0.06238238238238238,810
514,DFS,0.06238238238238238,810
507,DFS,0.06238238238238238,810
500,DFS,0.06238238238238238,810
456,DFS,0.06238238238238238,810
450,DFS,0.06238238238238238,810
428,DFS,0.06238238238238238,810
416,DFS,0.06238238238238238,810
401,DFS,0.06238238238238238,810
398,DFS,0.06238238238238238,810
369,DFS,0.06238238238238238,810
364,DFS,0.06238238238238238,810
321,DFS,0.06238238238238238,810
303,DFS,0.06238238238238238,810
292,DFS,0.06238238238238238,810
265,DFS,0.06238238238238238,810
262,DFS,0.06238238238238238,810
259,DFS,0.06238238238238238,810
231,DFS,0.06238238238238238,810
224,DFS,0.06238238238238238,810
180,DFS,0.06238238238238238,810
164,DFS,0.06238238238238238,810
105,DFS,0.06238238238238238,810
64,DFS,0.06238238238238238,810
652,DFS,0.06238238238238238,810
399,DFS,0.06238238238238238,810
973,DFS,0.06238238238238238,810
951,DFS,0.06238238238238238,810
940,DFS,0.06238238238238238,810
932,DFS,0.06238238238238238,810
931,DFS,0.06238238238238238,810
930,DFS,0.06238238238238238,810
906,DFS,0.06238238238238238,810
901,DFS,0.06238238238238238,810
898,DFS,0.06238238238238238,810
866,DFS,0.06238238238238238,810
840,DFS,0.06238238238238238,810
830,DFS,0.06238238238238238,810
804,DFS,0.06238238238238238,810
734,DFS,0.06238238238238238,810
731,DFS,0.06238238238238238,810
729,DFS,0.06238238238238238,810
705,DFS,0.06238238238238238,810
697,DFS,0.06238238238238238,810
693,DFS,0.06238238238238238,810
663,DFS,0.06238238238238238,810
631,DFS,0.06238238238238238,810
611,DFS,0.06238238238238238,810
610,DFS,0.06238238238238238,810
577,DFS,0.06238238238238238,810
560,DFS,0.06238238238238238,810
521,DFS,0.06238238238238238,810
475,DFS,0.06238238238238238,810
462,DFS,0.06238238238238238,810
443,DFS,0.06238238238238238,810
432,DFS,0.06238238238238238,810
353,DFS,0.06238238238238238,810
333,DFS,0.06238238238238238,810
310,DFS,0.06238238238238238,810
267,DFS,0.06238238238238238,810
261,DFS,0.06238238238238238,810
242,DFS,0.06238238238238238,810
236,DFS,0.06238238238238238,810
215,DFS,0.06238238238238238,810
185,DFS,0.06238238238238238,810
179,DFS,0.06238238238238238,810
176,DFS,0.06238238238238238,810
162,DFS,0.06238238238238238,810
155,DFS,0.06238238238238238,810
141,DFS,0.06238238238238238,810
139,DFS,0.06238238238238238,810
138,DFS,0.06238238238238238,810
94,DFS,0.06238238238238238,810
65,DFS,0.06238238238238238,810
50,DFS,0.06238238238238238,810
40,DFS,0.06238238238238238,810
35,DFS,0.06238238238238238,810
16,DFS,0.06238238238238238,810
9,DFS,0.06238238238238238,810
564,DFS,0.06238238238238238,810
995,DFS,0.06238238238238238,810
989,DFS,0.06238238238238238,810
967,DFS,0.06238238238238238,810
920,DFS,0.06238238238238238,810
883,DFS,0.06238238238238238,810
810,DFS,0.06238238238238238,810
756,DFS,0.06238238238238238,810
650,DFS,0.06238238238238238,810
622,DFS,0.06238238238238238,810
600,DFS,0.06238238238238238,810
272,DFS,0.06238238238238238,810
218,DFS,0.06238238238238238,810
188,DFS,0.06238238238238238,810
157,DFS,0.06238238238238238,810
98,DFS,0.06238238238238238,810
80,DFS,0.06238238238238238,810
53,DFS,0.06238238238238238,810
311,DFS,0.06238238238238238,810
551,DFS,0.06238238238238238,810
947,DFS,0.06238238238238238,810
928,DFS,0.06238238238238238,810
905,DFS,0.06238238238238238,810
867,DFS,0.06238238238238238,810
853,DFS,0.06238238238238238,810
799,DFS,0.06238238238238238,810
768,DFS,0.06238238238238238,810
718,DFS,0.06238238238238238,810
714,DFS,0.06238238238238238,810
708,DFS,0.06238238238238238,810
636,DFS,0.06238238238238238,810
635,DFS,0.06238238238238238,810
485,DFS,0.06238238238238238,810
460,DFS,0.06238238238238238,810
357,DFS,0.06238238238238238,810
348,DFS,0.06238238238238238,810
329,DFS,0.06238238238238238,810
308,DFS,0.06238238238238238,810
238,DFS,0.06238238238238238,810
229,DFS,0.06238238238238238,810
125,DFS,0.06238238238238238,810
48,DFS,0.06238238238238238,810
43,DFS,0.06238238238238238,810
187,DFS,0.06238238238238238,810
417,DFS,0.06238238238238238,810
980,DFS,0.06238238238238238,810
964,DFS,0.06238238238238238,810
919,DFS,0.06238238238238238,810
888,DFS,0.06238238238238238,810
856,DFS,0.06238238238238238,810
847,DFS,0.06238238238238238,810
844,DFS,0.06238238238238238,810
816,DFS,0.06238238238238238,810
684,DFS,0.06238238238238238,810
609,DFS,0.06238238238238238,810
581,DFS,0.06238238238238238,810
580,DFS,0.06238238238238238,810
539,DFS,0.06238238238238238,810
493,DFS,0.06238238238238238,810
366,DFS,0.06238238238238238,810
361,DFS,0.06238238238238238,810
349,DFS,0.06238238238238238,810
331,DFS,0.06238238238238238,810
273,DFS,0.06238238238238238,810
246,DFS,0.06238238238238238,810
175,DFS,0.06238238238238238,810
154,DFS,0.06238238238238238,810
132,DFS,0.06238238238238238,810
67,DFS,0.06238238238238238,810
38,DFS,0.06238238238238238,810
